year;area;information;price_per_square_meter;observations
2014;Tornio;block_of_flats;1413;79
2014;Tornio;single_family_houses;1252;45
2014;Turku;block_of_flats;1888;2543
2014;Turku;single_family_houses;2164;645
2014;Pello;block_of_flats;;2
2014;Pello;single_family_houses;;6
2014;Tuusniemi;block_of_flats;;5
2014;Tuusniemi;single_family_houses;721;11
2014;Tuusula;block_of_flats;2135;148
2014;Tuusula;single_family_houses;2527;161
2014;Tyrnava;block_of_flats;;1
2014;Tyrnava;single_family_houses;1000;27
2014;Taysa;block_of_flats;;
2014;Taysa;single_family_houses;;
2014;Ulvila;block_of_flats;1221;21
2014;Ulvila;single_family_houses;1211;54
2014;Urjala;block_of_flats;970;7
2014;Urjala;single_family_houses;1176;11
2014;Utajarvi;block_of_flats;;1
2014;Utajarvi;single_family_houses;1326;13
2014;Uurainen;block_of_flats;;3
2014;Uurainen;single_family_houses;;3
2014;Uusikaarlepyy;block_of_flats;997;18
2014;Uusikaarlepyy;single_family_houses;1686;7
2014;Uusikaupunki;block_of_flats;1050;112
2014;Uusikaupunki;single_family_houses;1187;84
2014;Vaasa;block_of_flats;1833;649
2014;Vaasa;single_family_houses;1923;209
2014;Valkeakoski;block_of_flats;1132;174
2014;Valkeakoski;single_family_houses;1460;56
2014;Valtimo;block_of_flats;;3
2014;Valtimo;single_family_houses;686;9
2014;Varkaus;block_of_flats;870;144
2014;Varkaus;single_family_houses;947;98
2014;Varpaisjarvi;block_of_flats;;
2014;Varpaisjarvi;single_family_houses;;
2014;Vehmaa;block_of_flats;;3
2014;Vehmaa;single_family_houses;1132;10
2014;Vesanto;block_of_flats;;1
2014;Vesanto;single_family_houses;717;6
2014;Vesilahti;block_of_flats;;
2014;Vesilahti;single_family_houses;1700;14
2014;Veteli;block_of_flats;;
2014;Veteli;single_family_houses;;3
2014;Vierema;block_of_flats;;
2014;Vierema;single_family_houses;920;6
2014;Vihanti;block_of_flats;;
2014;Vihanti;single_family_houses;;
2014;Vihti;block_of_flats;2176;152
2014;Vihti;single_family_houses;2005;199
2014;Viitasaari;block_of_flats;984;13
2014;Viitasaari;single_family_houses;924;16
2014;Vimpeli;block_of_flats;;2
2014;Vimpeli;single_family_houses;;
2014;Virolahti;block_of_flats;;4
2014;Virolahti;single_family_houses;800;5
2014;Virrat;block_of_flats;861;16
2014;Virrat;single_family_houses;1003;18
2014;Vahakyra;block_of_flats;;
2014;Vahakyra;single_family_houses;;
2014;Vayri-Maksamaa;block_of_flats;;
2014;Vayri-Maksamaa;single_family_houses;;
2014;Yli-Ii;block_of_flats;;
2014;Yli-Ii;single_family_houses;;
2014;Ylitornio;block_of_flats;;
2014;Ylitornio;single_family_houses;753;6
2014;Ylivieska;block_of_flats;1302;57
2014;Ylivieska;single_family_houses;1486;71
2014;Ylamaa;block_of_flats;;
2014;Ylamaa;single_family_houses;;
2014;Ylojarvi;block_of_flats;1639;70
2014;Ylojarvi;single_family_houses;1876;219
2014;Ypaja;block_of_flats;;1
2014;Ypaja;single_family_houses;;3
2014;ahtari;block_of_flats;938;8
2014;ahtari;single_family_houses;920;17
2014;aanekoski;block_of_flats;854;160
2014;aanekoski;single_family_houses;1134;53
2014;Halsua;block_of_flats;;
2014;Halsua;single_family_houses;;1
2014;Kuhmalahti;block_of_flats;;
2014;Kuhmalahti;single_family_houses;;
2014;Lappajarvi;block_of_flats;;
2014;Lappajarvi;single_family_houses;;8
2014;Lumijoki;block_of_flats;;
2014;Lumijoki;single_family_houses;;2
2014;Utsjoki;block_of_flats;;
2014;Utsjoki;single_family_houses;;
2014;Voyri;block_of_flats;;5
2014;Voyri;single_family_houses;1429;12
2014;Hailuoto;block_of_flats;;
2014;Hailuoto;single_family_houses;;
2014;Parainen;block_of_flats;1279;68
2014;Parainen;single_family_houses;1593;38
2014;Lestijarvi;block_of_flats;;
2014;Lestijarvi;single_family_houses;;
2015;Alajarvi;block_of_flats;;3
2015;Alajarvi;single_family_houses;881;21
2015;Alavieska;block_of_flats;;
2015;Alavieska;single_family_houses;;2
2015;Alavus;block_of_flats;1208;14
2015;Alavus;single_family_houses;1193;33
2015;Artjarvi;block_of_flats;;
2015;Artjarvi;single_family_houses;;
2015;Asikkala;block_of_flats;1120;45
2015;Asikkala;single_family_houses;1255;31
2015;Askola;block_of_flats;;
2015;Askola;single_family_houses;1883;12
2015;Aura;block_of_flats;;1
2015;Aura;single_family_houses;1385;26
2015;Akaa;block_of_flats;1059;98
2015;Akaa;single_family_houses;1304;68
2015;Enonkoski;block_of_flats;;
2015;Enonkoski;single_family_houses;;2
2015;Enontekio;block_of_flats;;
2015;Enontekio;single_family_houses;;1
2015;Espoo;block_of_flats;3226;2305
2015;Espoo;single_family_houses;3348;1505
2015;Eura;block_of_flats;847;18
2015;Eura;single_family_houses;1204;38
2015;Eurajoki;block_of_flats;1438;5
2015;Eurajoki;single_family_houses;1266;24
2015;Evijarvi;block_of_flats;;
2015;Evijarvi;single_family_houses;;2
2015;Forssa;block_of_flats;1095;149
2015;Forssa;single_family_houses;1255;37
2015;Haapajarvi;block_of_flats;1129;24
2015;Haapajarvi;single_family_houses;1103;22
2015;Haapavesi;block_of_flats;;2
2015;Haapavesi;single_family_houses;1171;15
2015;Hamina;block_of_flats;1005;87
2015;Hamina;single_family_houses;1268;61
2015;Hankasalmi;block_of_flats;;4
2015;Hankasalmi;single_family_houses;780;20
2015;Hanko;block_of_flats;1313;72
2015;Hanko;single_family_houses;1480;30
2015;Harjavalta;block_of_flats;795;33
2015;Harjavalta;single_family_houses;880;22
2015;Hartola;block_of_flats;618;9
2015;Hartola;single_family_houses;953;9
2015;Hattula;block_of_flats;1352;18
2015;Hattula;single_family_houses;1712;30
2015;Haukipudas;block_of_flats;;
2015;Haukipudas;single_family_houses;;
2015;Hausjarvi;block_of_flats;931;13
2015;Hausjarvi;single_family_houses;1320;30
2015;Heinavesi;block_of_flats;;5
2015;Heinavesi;single_family_houses;;2
2015;Helsinki;block_of_flats;4191;9804
2015;Helsinki;single_family_houses;3361;1118
2015;Vantaa;block_of_flats;2341;2160
2015;Vantaa;single_family_houses;2868;952
2015;Himanka;block_of_flats;;
2015;Himanka;single_family_houses;;
2015;Hirvensalmi;block_of_flats;;1
2015;Hirvensalmi;single_family_houses;1282;7
2015;Hollola;block_of_flats;1162;99
2015;Hollola;single_family_houses;1787;52
2015;Honkajoki;block_of_flats;;
2015;Honkajoki;single_family_houses;;3
2015;Huittinen;block_of_flats;977;34
2015;Huittinen;single_family_houses;1150;48
2015;Humppila;block_of_flats;713;7
2015;Humppila;single_family_houses;;4
2015;Hyrynsalmi;block_of_flats;;
2015;Hyrynsalmi;single_family_houses;516;10
2015;Hyvinkaa;block_of_flats;1919;449
2015;Hyvinkaa;single_family_houses;2054;220
2015;Hameenkyro;block_of_flats;1030;18
2015;Hameenkyro;single_family_houses;1251;30
2015;Hameenlinna;block_of_flats;1909;594
2015;Hameenlinna;single_family_houses;1816;439
2015;Heinola;block_of_flats;946;200
2015;Heinola;single_family_houses;1414;49
2015;Ii;block_of_flats;;3
2015;Ii;single_family_houses;931;18
2015;Iisalmi;block_of_flats;1358;125
2015;Iisalmi;single_family_houses;1547;47
2015;Iitti;block_of_flats;761;11
2015;Iitti;single_family_houses;1157;20
2015;Ikaalinen;block_of_flats;1111;40
2015;Ikaalinen;single_family_houses;1240;19
2015;Ilmajoki;block_of_flats;;4
2015;Ilmajoki;single_family_houses;1483;29
2015;Ilomantsi;block_of_flats;734;11
2015;Ilomantsi;single_family_houses;752;31
2015;Inari;block_of_flats;;
2015;Inari;single_family_houses;1446;15
2015;Inkoo;block_of_flats;1579;8
2015;Inkoo;single_family_houses;1889;13
2015;Isojoki;block_of_flats;;
2015;Isojoki;single_family_houses;;4
2015;Isokyro;block_of_flats;;3
2015;Isokyro;single_family_houses;966;6
2015;Imatra;block_of_flats;968;202
2015;Imatra;single_family_houses;1206;70
2015;Jalasjarvi;block_of_flats;746;9
2015;Jalasjarvi;single_family_houses;1005;25
2015;Janakkala;block_of_flats;1166;84
2015;Janakkala;single_family_houses;1616;63
2015;Joensuu;block_of_flats;1966;500
2015;Joensuu;single_family_houses;1624;342
2015;Jokioinen;block_of_flats;;4
2015;Jokioinen;single_family_houses;1186;19
2015;Joroinen;block_of_flats;627;13
2015;Joroinen;single_family_houses;808;15
2015;Joutsa;block_of_flats;661;10
2015;Joutsa;single_family_houses;870;25
2015;Juankoski;block_of_flats;;5
2015;Juankoski;single_family_houses;884;15
2015;Juuka;block_of_flats;;5
2015;Juuka;single_family_houses;820;16
2015;Juupajoki;block_of_flats;;
2015;Juupajoki;single_family_houses;;4
2015;Juva;block_of_flats;1209;13
2015;Juva;single_family_houses;1034;21
2015;Jyvaskyla;block_of_flats;1869;1279
2015;Jyvaskyla;single_family_houses;1893;576
2015;Jamijarvi;block_of_flats;;1
2015;Jamijarvi;single_family_houses;974;6
2015;Jamsa;block_of_flats;955;77
2015;Jamsa;single_family_houses;1087;65
2015;Jarvenpaa;block_of_flats;2422;315
2015;Jarvenpaa;single_family_houses;2513;313
2015;Kaarina;block_of_flats;1699;163
2015;Kaarina;single_family_houses;2110;179
2015;Kaavi;block_of_flats;584;5
2015;Kaavi;single_family_houses;860;11
2015;Kajaani;block_of_flats;1258;273
2015;Kajaani;single_family_houses;1386;109
2015;Kalajoki;block_of_flats;;3
2015;Kalajoki;single_family_houses;1355;47
2015;Kangasala;block_of_flats;1750;150
2015;Kangasala;single_family_houses;1946;152
2015;Kangasniemi;block_of_flats;1069;13
2015;Kangasniemi;single_family_houses;914;11
2015;Kankaanpaa;block_of_flats;1362;28
2015;Kankaanpaa;single_family_houses;1398;33
2015;Kannonkoski;block_of_flats;;
2015;Kannonkoski;single_family_houses;;3
2015;Kannus;block_of_flats;1006;12
2015;Kannus;single_family_houses;1012;24
2015;Karijoki;block_of_flats;;
2015;Karijoki;single_family_houses;;6
2015;Karjalohja;block_of_flats;;
2015;Karjalohja;single_family_houses;;
2015;Karkkila;block_of_flats;1435;41
2015;Karkkila;single_family_houses;1406;26
2015;Karstula;block_of_flats;;4
2015;Karstula;single_family_houses;838;9
2015;Karttula;block_of_flats;;
2015;Karttula;single_family_houses;;
2015;Karvia;block_of_flats;;
2015;Karvia;single_family_houses;;4
2015;Kaskinen;block_of_flats;535;18
2015;Kaskinen;single_family_houses;;2
2015;Kauhajoki;block_of_flats;;4
2015;Kauhajoki;single_family_houses;1210;41
2015;Kauhava;block_of_flats;835;10
2015;Kauhava;single_family_houses;1047;53
2015;Kauniainen;block_of_flats;3810;107
2015;Kauniainen;single_family_houses;3424;55
2015;Kaustinen;block_of_flats;;
2015;Kaustinen;single_family_houses;1159;15
2015;Keitele;block_of_flats;;1
2015;Keitele;single_family_houses;900;14
2015;Kemi;block_of_flats;973;172
2015;Kemi;single_family_houses;981;68
2015;Keminmaa;block_of_flats;679;16
2015;Keminmaa;single_family_houses;1014;19
2015;Kempele;block_of_flats;1927;47
2015;Kempele;single_family_houses;1582;114
2015;Kerava;block_of_flats;2254;409
2015;Kerava;single_family_houses;2329;163
2015;Kerimaki;block_of_flats;;
2015;Kerimaki;single_family_houses;;
2015;Kesalahti;block_of_flats;;
2015;Kesalahti;single_family_houses;;
2015;Keuruu;block_of_flats;975;123
2015;Keuruu;single_family_houses;1128;33
2015;Kihnia;block_of_flats;;
2015;Kihnia;single_family_houses;;1
2015;Kiikoinen;block_of_flats;;
2015;Kiikoinen;single_family_houses;;
2015;Kiiminki;block_of_flats;;
2015;Kiiminki;single_family_houses;;
2015;Kinnula;block_of_flats;;
2015;Kinnula;single_family_houses;;3
2015;Kirkkonummi;block_of_flats;1962;137
2015;Kirkkonummi;single_family_houses;2543;238
2015;Kitee;block_of_flats;1020;24
2015;Kitee;single_family_houses;878;36
2015;Kittila;block_of_flats;;3
2015;Kittila;single_family_houses;1808;21
2015;Kiuruvesi;block_of_flats;812;24
2015;Kiuruvesi;single_family_houses;927;15
2015;Kivijarvi;block_of_flats;;1
2015;Kivijarvi;single_family_houses;;1
2015;Kokemaki;block_of_flats;656;14
2015;Kokemaki;single_family_houses;1077;19
2015;Kokkola;block_of_flats;1749;197
2015;Kokkola;single_family_houses;1708;136
2015;Kolari;block_of_flats;607;5
2015;Kolari;single_family_houses;2182;17
2015;Konnevesi;block_of_flats;;3
2015;Konnevesi;single_family_houses;;4
2015;Kontiolahti;block_of_flats;1382;13
2015;Kontiolahti;single_family_houses;1734;67
2015;Korsnas;block_of_flats;;
2015;Korsnas;single_family_houses;;1
2015;Hameenkoski;block_of_flats;;
2015;Hameenkoski;single_family_houses;1076;6
2015;Koski_Tl;block_of_flats;;3
2015;Koski_Tl;single_family_houses;974;7
2015;Kotka;block_of_flats;1225;507
2015;Kotka;single_family_houses;1459;143
2015;Kouvola;block_of_flats;1099;494
2015;Kouvola;single_family_houses;1331;290
2015;Kristiinankaupunki;block_of_flats;881;12
2015;Kristiinankaupunki;single_family_houses;947;8
2015;Kruunupyy;block_of_flats;;4
2015;Kruunupyy;single_family_houses;;4
2015;Kuhmo;block_of_flats;886;32
2015;Kuhmo;single_family_houses;673;7
2015;Kuhmoinen;block_of_flats;721;12
2015;Kuhmoinen;single_family_houses;1162;6
2015;Kuopio;block_of_flats;1957;1061
2015;Kuopio;single_family_houses;1911;416
2015;Kuortane;block_of_flats;;
2015;Kuortane;single_family_houses;1050;6
2015;Kurikka;block_of_flats;967;11
2015;Kurikka;single_family_houses;1207;31
2015;Kustavi;block_of_flats;;
2015;Kustavi;single_family_houses;;1
2015;Kuusamo;block_of_flats;1549;43
2015;Kuusamo;single_family_houses;1379;48
2015;Outokumpu;block_of_flats;666;21
2015;Outokumpu;single_family_houses;935;17
2015;Kylmakoski;block_of_flats;;
2015;Kylmakoski;single_family_houses;;
2015;Kyyjarvi;block_of_flats;;
2015;Kyyjarvi;single_family_houses;;2
2015;Karkola;block_of_flats;;1
2015;Karkola;single_family_houses;1106;17
2015;Karsamaki;block_of_flats;;
2015;Karsamaki;single_family_houses;;6
2015;Kaylia;block_of_flats;;
2015;Kaylia;single_family_houses;;2
2015;Kemijarvi;block_of_flats;699;54
2015;Kemijarvi;single_family_houses;714;14
2015;Kemionsaari;block_of_flats;930;13
2015;Kemionsaari;single_family_houses;1188;15
2015;Lahti;block_of_flats;1721;1411
2015;Lahti;single_family_houses;1887;269
2015;Laihia;block_of_flats;1226;11
2015;Laihia;single_family_houses;1427;29
2015;Laitila;block_of_flats;1083;41
2015;Laitila;single_family_houses;1118;15
2015;Lapinlahti;block_of_flats;888;12
2015;Lapinlahti;single_family_houses;887;28
2015;Lappeenranta;block_of_flats;1784;524
2015;Lappeenranta;single_family_houses;1859;174
2015;Lapinjarvi;block_of_flats;;
2015;Lapinjarvi;single_family_houses;;3
2015;Lapua;block_of_flats;1201;26
2015;Lapua;single_family_houses;1593;59
2015;Laukaa;block_of_flats;1480;33
2015;Laukaa;single_family_houses;1361;80
2015;Lavia;block_of_flats;;
2015;Lavia;single_family_houses;;
2015;Lemi;block_of_flats;;
2015;Lemi;single_family_houses;;3
2015;Lempaala;block_of_flats;1799;82
2015;Lempaala;single_family_houses;2092;88
2015;Leppavirta;block_of_flats;796;22
2015;Leppavirta;single_family_houses;1067;39
2015;Lieksa;block_of_flats;833;50
2015;Lieksa;single_family_houses;847;21
2015;Lieto;block_of_flats;1635;62
2015;Lieto;single_family_houses;1845;55
2015;Liljendal;block_of_flats;;
2015;Liljendal;single_family_houses;;
2015;Liminka;block_of_flats;;3
2015;Liminka;single_family_houses;1326;14
2015;Liperi;block_of_flats;1068;10
2015;Liperi;single_family_houses;1321;40
2015;Loimaa;block_of_flats;1104;60
2015;Loimaa;single_family_houses;1204;47
2015;Loppi;block_of_flats;1037;10
2015;Loppi;single_family_houses;1466;19
2015;Loviisa;block_of_flats;1268;76
2015;Loviisa;single_family_houses;1472;36
2015;Luhanka;block_of_flats;;
2015;Luhanka;single_family_houses;;2
2015;Luoto;block_of_flats;;1
2015;Luoto;single_family_houses;1727;7
2015;Luumaki;block_of_flats;625;12
2015;Luumaki;single_family_houses;912;23
2015;Luvia;block_of_flats;;
2015;Luvia;single_family_houses;1139;9
2015;Lohja;block_of_flats;1750;228
2015;Lohja;single_family_houses;1840;217
2015;Lansi-Turunmaa;block_of_flats;;
2015;Lansi-Turunmaa;single_family_houses;;
2015;Maalahti;block_of_flats;;
2015;Maalahti;single_family_houses;1138;19
2015;Maaninka;block_of_flats;;
2015;Maaninka;single_family_houses;;
2015;Marttila;block_of_flats;;3
2015;Marttila;single_family_houses;1237;5
2015;Masku;block_of_flats;1732;5
2015;Masku;single_family_houses;1817;25
2015;Merijarvi;block_of_flats;;
2015;Merijarvi;single_family_houses;;
2015;Merikarvia;block_of_flats;;3
2015;Merikarvia;single_family_houses;996;6
2015;Miehikkala;block_of_flats;;1
2015;Miehikkala;single_family_houses;;3
2015;Mikkeli;block_of_flats;1746;364
2015;Mikkeli;single_family_houses;1763;170
2015;Muhos;block_of_flats;;2
2015;Muhos;single_family_houses;1055;30
2015;Multia;block_of_flats;;
2015;Multia;single_family_houses;658;5
2015;Muonio;block_of_flats;;
2015;Muonio;single_family_houses;;2
2015;Mustasaari;block_of_flats;1669;16
2015;Mustasaari;single_family_houses;1737;88
2015;Muurame;block_of_flats;1194;26
2015;Muurame;single_family_houses;1741;31
2015;Mynamaki;block_of_flats;1125;14
2015;Mynamaki;single_family_houses;1323;27
2015;Myrskyla;block_of_flats;;
2015;Myrskyla;single_family_houses;;3
2015;Mantsala;block_of_flats;1701;61
2015;Mantsala;single_family_houses;1935;92
2015;Mantyharju;block_of_flats;900;20
2015;Mantyharju;single_family_houses;881;25
2015;Mantta-Vilppula;block_of_flats;615;70
2015;Mantta-Vilppula;single_family_houses;813;38
2015;Naantali;block_of_flats;1833;119
2015;Naantali;single_family_houses;2021;85
2015;Nakkila;block_of_flats;1179;8
2015;Nakkila;single_family_houses;1073;12
2015;Nastola;block_of_flats;990;49
2015;Nastola;single_family_houses;1410;60
2015;Nilsia;block_of_flats;;
2015;Nilsia;single_family_houses;;
2015;Nivala;block_of_flats;1241;11
2015;Nivala;single_family_houses;1235;27
2015;Nokia;block_of_flats;1574;228
2015;Nokia;single_family_houses;1902;204
2015;Noormarkku;block_of_flats;;
2015;Noormarkku;single_family_houses;;
2015;Nousiainen;block_of_flats;1475;9
2015;Nousiainen;single_family_houses;1412;7
2015;Nummi-Pusula;block_of_flats;;
2015;Nummi-Pusula;single_family_houses;;
2015;Nurmes;block_of_flats;837;36
2015;Nurmes;single_family_houses;828;16
2015;Nurmijarvi;block_of_flats;2059;173
2015;Nurmijarvi;single_family_houses;2292;242
2015;Narpio;block_of_flats;994;18
2015;Narpio;single_family_houses;831;20
2015;Oravainen;block_of_flats;;
2015;Oravainen;single_family_houses;;
2015;Orimattila;block_of_flats;1245;42
2015;Orimattila;single_family_houses;1310;52
2015;Oripaa;block_of_flats;;
2015;Oripaa;single_family_houses;;3
2015;Orivesi;block_of_flats;1102;39
2015;Orivesi;single_family_houses;1320;32
2015;Oulainen;block_of_flats;1132;11
2015;Oulainen;single_family_houses;1059;27
2015;Oulu;block_of_flats;1813;1541
2015;Oulu;single_family_houses;1654;919
2015;Oulunsalo;block_of_flats;;
2015;Oulunsalo;single_family_houses;;
2015;Padasjoki;block_of_flats;;1
2015;Padasjoki;single_family_houses;;7
2015;Paimio;block_of_flats;1276;61
2015;Paimio;single_family_houses;1588;42
2015;Paltamo;block_of_flats;;6
2015;Paltamo;single_family_houses;;5
2015;Parikkala;block_of_flats;;5
2015;Parikkala;single_family_houses;798;15
2015;Parkano;block_of_flats;1027;16
2015;Parkano;single_family_houses;1060;21
2015;Pelkosenniemi;block_of_flats;;
2015;Pelkosenniemi;single_family_houses;;21
2015;Perho;block_of_flats;;
2015;Perho;single_family_houses;;2
2015;Pernaja;block_of_flats;;
2015;Pernaja;single_family_houses;;
2015;Pertunmaa;block_of_flats;;
2015;Pertunmaa;single_family_houses;651;6
2015;Petajavesi;block_of_flats;1153;5
2015;Petajavesi;single_family_houses;;3
2015;Pieksamaki;block_of_flats;735;121
2015;Pieksamaki;single_family_houses;933;53
2015;Pielavesi;block_of_flats;693;10
2015;Pielavesi;single_family_houses;790;5
2015;Pietarsaari;block_of_flats;1165;140
2015;Pietarsaari;single_family_houses;1397;58
2015;Pedersoren_kunta;block_of_flats;;1
2015;Pedersoren_kunta;single_family_houses;1339;17
2015;Pihtipudas;block_of_flats;;
2015;Pihtipudas;single_family_houses;1012;12
2015;Pirkkala;block_of_flats;2032;246
2015;Pirkkala;single_family_houses;2392;133
2015;Polvijarvi;block_of_flats;;3
2015;Polvijarvi;single_family_houses;907;14
2015;Pomarkku;block_of_flats;;
2015;Pomarkku;single_family_houses;675;13
2015;Pori;block_of_flats;1384;736
2015;Pori;single_family_houses;1496;326
2015;Pornainen;block_of_flats;;1
2015;Pornainen;single_family_houses;2002;5
2015;Posio;block_of_flats;;
2015;Posio;single_family_houses;;5
2015;Pudasjarvi;block_of_flats;748;5
2015;Pudasjarvi;single_family_houses;1062;33
2015;Pukkila;block_of_flats;;1
2015;Pukkila;single_family_houses;1206;5
2015;Punkaharju;block_of_flats;;
2015;Punkaharju;single_family_houses;;
2015;Punkalaidun;block_of_flats;;3
2015;Punkalaidun;single_family_houses;887;6
2015;Puolanka;block_of_flats;;
2015;Puolanka;single_family_houses;599;9
2015;Puumala;block_of_flats;731;5
2015;Puumala;single_family_houses;;4
2015;Pyhtaa;block_of_flats;;5
2015;Pyhtaa;single_family_houses;1303;21
2015;Pyhajoki;block_of_flats;;
2015;Pyhajoki;single_family_houses;1084;10
2015;Pyhajarvi;block_of_flats;819;12
2015;Pyhajarvi;single_family_houses;873;17
2015;Pyhanta;block_of_flats;;
2015;Pyhanta;single_family_houses;;
2015;Pyharanta;block_of_flats;;
2015;Pyharanta;single_family_houses;;1
2015;Palkane;block_of_flats;1326;15
2015;Palkane;single_family_houses;1434;14
2015;Poytya;block_of_flats;771;10
2015;Poytya;single_family_houses;1050;30
2015;Porvoo;block_of_flats;2481;366
2015;Porvoo;single_family_houses;2343;130
2015;Raahe;block_of_flats;1226;68
2015;Raahe;single_family_houses;1212;82
2015;Raisio;block_of_flats;1376;231
2015;Raisio;single_family_houses;1960;121
2015;Rantasalmi;block_of_flats;789;15
2015;Rantasalmi;single_family_houses;824;10
2015;Ranua;block_of_flats;;
2015;Ranua;single_family_houses;;4
2015;Rauma;block_of_flats;1282;327
2015;Rauma;single_family_houses;1530;139
2015;Rautalampi;block_of_flats;577;5
2015;Rautalampi;single_family_houses;;4
2015;Rautavaara;block_of_flats;;
2015;Rautavaara;single_family_houses;;
2015;Rautjarvi;block_of_flats;;4
2015;Rautjarvi;single_family_houses;639;9
2015;Reisjarvi;block_of_flats;;
2015;Reisjarvi;single_family_houses;998;6
2015;Riihimaki;block_of_flats;1515;376
2015;Riihimaki;single_family_houses;2025;91
2015;Ristiina;block_of_flats;;
2015;Ristiina;single_family_houses;;
2015;Ristijarvi;block_of_flats;;2
2015;Ristijarvi;single_family_houses;;15
2015;Rovaniemi;block_of_flats;1564;458
2015;Rovaniemi;single_family_houses;1543;219
2015;Ruokolahti;block_of_flats;1048;12
2015;Ruokolahti;single_family_houses;1398;9
2015;Ruotsinpyhtaa;block_of_flats;;
2015;Ruotsinpyhtaa;single_family_houses;;
2015;Ruovesi;block_of_flats;740;13
2015;Ruovesi;single_family_houses;1059;10
2015;Rusko;block_of_flats;1529;8
2015;Rusko;single_family_houses;1855;17
2015;Raakkyla;block_of_flats;;
2015;Raakkyla;single_family_houses;;3
2015;Raasepori;block_of_flats;1446;189
2015;Raasepori;single_family_houses;1592;50
2015;Saarijarvi;block_of_flats;1036;32
2015;Saarijarvi;single_family_houses;1105;23
2015;Salla;block_of_flats;;1
2015;Salla;single_family_houses;764;8
2015;Salo;block_of_flats;1184;252
2015;Salo;single_family_houses;1242;293
2015;Sauvo;block_of_flats;;3
2015;Sauvo;single_family_houses;1308;8
2015;Savitaipale;block_of_flats;;4
2015;Savitaipale;single_family_houses;1127;6
2015;Savonlinna;block_of_flats;1418;237
2015;Savonlinna;single_family_houses;1237;109
2015;Savukoski;block_of_flats;;
2015;Savukoski;single_family_houses;;
2015;Seinajoki;block_of_flats;1825;337
2015;Seinajoki;single_family_houses;1835;505
2015;Sievi;block_of_flats;;
2015;Sievi;single_family_houses;882;7
2015;Siikainen;block_of_flats;;
2015;Siikainen;single_family_houses;;2
2015;Siikajoki;block_of_flats;;
2015;Siikajoki;single_family_houses;833;8
2015;Siilinjarvi;block_of_flats;1368;54
2015;Siilinjarvi;single_family_houses;1726;134
2015;Simo;block_of_flats;;
2015;Simo;single_family_houses;;
2015;Sipoo;block_of_flats;2208;93
2015;Sipoo;single_family_houses;2492;25
2015;Siuntio;block_of_flats;1413;10
2015;Siuntio;single_family_houses;1685;19
2015;Sodankyla;block_of_flats;;4
2015;Sodankyla;single_family_houses;1159;17
2015;Soini;block_of_flats;;
2015;Soini;single_family_houses;778;7
2015;Somero;block_of_flats;1048;20
2015;Somero;single_family_houses;1154;27
2015;Sonkajarvi;block_of_flats;;
2015;Sonkajarvi;single_family_houses;858;7
2015;Sotkamo;block_of_flats;1277;30
2015;Sotkamo;single_family_houses;1575;33
2015;Sulkava;block_of_flats;;2
2015;Sulkava;single_family_houses;733;10
2015;Suomenniemi;block_of_flats;;
2015;Suomenniemi;single_family_houses;;
2015;Suomussalmi;block_of_flats;868;26
2015;Suomussalmi;single_family_houses;643;17
2015;Suonenjoki;block_of_flats;902;38
2015;Suonenjoki;single_family_houses;1056;24
2015;Sysma;block_of_flats;962;11
2015;Sysma;single_family_houses;997;15
2015;Sakyla;block_of_flats;973;11
2015;Sakyla;single_family_houses;1194;8
2015;Vaala;block_of_flats;;2
2015;Vaala;single_family_houses;708;11
2015;Sastamala;block_of_flats;1494;105
2015;Sastamala;single_family_houses;982;59
2015;Siikalatva;block_of_flats;;
2015;Siikalatva;single_family_houses;734;11
2015;Taipalsaari;block_of_flats;;
2015;Taipalsaari;single_family_houses;1508;24
2015;Taivalkoski;block_of_flats;;3
2015;Taivalkoski;single_family_houses;;3
2015;Taivassalo;block_of_flats;;1
2015;Taivassalo;single_family_houses;1063;9
2015;Tammela;block_of_flats;1163;14
2015;Tammela;single_family_houses;1526;9
2015;Tampere;block_of_flats;2365;3071
2015;Tampere;single_family_houses;2344;874
2015;Tarvasjoki;block_of_flats;;
2015;Tarvasjoki;single_family_houses;;
2015;Tervo;block_of_flats;;
2015;Tervo;single_family_houses;;3
2015;Tervola;block_of_flats;;1
2015;Tervola;single_family_houses;769;5
2015;Teuva;block_of_flats;;1
2015;Teuva;single_family_houses;682;15
2015;Tohmajarvi;block_of_flats;;2
2015;Tohmajarvi;single_family_houses;695;14
2015;Toholampi;block_of_flats;;3
2015;Toholampi;single_family_houses;754;5
2015;Toivakka;block_of_flats;;
2015;Toivakka;single_family_houses;941;9
2015;Tornio;block_of_flats;1508;101
2015;Tornio;single_family_houses;1423;52
2015;Turku;block_of_flats;1921;2572
2015;Turku;single_family_houses;2210;663
2015;Pello;block_of_flats;;
2015;Pello;single_family_houses;;1
2015;Tuusniemi;block_of_flats;584;6
2015;Tuusniemi;single_family_houses;660;10
2015;Tuusula;block_of_flats;2090;161
2015;Tuusula;single_family_houses;2451;178
2015;Tyrnava;block_of_flats;;1
2015;Tyrnava;single_family_houses;1091;20
2015;Taysa;block_of_flats;;
2015;Taysa;single_family_houses;;
2015;Ulvila;block_of_flats;1173;24
2015;Ulvila;single_family_houses;1175;63
2015;Urjala;block_of_flats;;4
2015;Urjala;single_family_houses;1095;15
2015;Utajarvi;block_of_flats;;1
