year;area;information;price_per_square_meter;observations
2010;Laukaa;block_of_flats;1095;26
2010;Laukaa;single_family_houses;1453;91
2010;Lavia;block_of_flats;;
2010;Lavia;single_family_houses;672;10
2010;Lemi;block_of_flats;;
2010;Lemi;single_family_houses;1536;5
2010;Lempaala;block_of_flats;1480;133
2010;Lempaala;single_family_houses;1915;132
2010;Leppavirta;block_of_flats;827;27
2010;Leppavirta;single_family_houses;1114;39
2010;Lieksa;block_of_flats;791;83
2010;Lieksa;single_family_houses;721;44
2010;Lieto;block_of_flats;1529;34
2010;Lieto;single_family_houses;1854;57
2010;Liljendal;block_of_flats;;
2010;Liljendal;single_family_houses;;
2010;Liminka;block_of_flats;;1
2010;Liminka;single_family_houses;1308;30
2010;Liperi;block_of_flats;1648;28
2010;Liperi;single_family_houses;1215;35
2010;Loimaa;block_of_flats;958;82
2010;Loimaa;single_family_houses;1056;68
2010;Loppi;block_of_flats;1388;19
2010;Loppi;single_family_houses;1539;19
2010;Loviisa;block_of_flats;1330;72
2010;Loviisa;single_family_houses;1476;55
2010;Luhanka;block_of_flats;;
2010;Luhanka;single_family_houses;;3
2010;Luoto;block_of_flats;;4
2010;Luoto;single_family_houses;1898;5
2010;Luumaki;block_of_flats;1000;10
2010;Luumaki;single_family_houses;1231;13
2010;Luvia;block_of_flats;;
2010;Luvia;single_family_houses;1042;8
2010;Lohja;block_of_flats;1809;333
2010;Lohja;single_family_houses;2020;214
2010;Lansi-Turunmaa;block_of_flats;1319;94
2010;Lansi-Turunmaa;single_family_houses;1626;49
2010;Maalahti;block_of_flats;;1
2010;Maalahti;single_family_houses;1218;10
2010;Maaninka;block_of_flats;;1
2010;Maaninka;single_family_houses;980;12
2010;Marttila;block_of_flats;774;8
2010;Marttila;single_family_houses;1039;10
2010;Masku;block_of_flats;1516;20
2010;Masku;single_family_houses;1773;37
2010;Merijarvi;block_of_flats;;
2010;Merijarvi;single_family_houses;;
2010;Merikarvia;block_of_flats;;6
2010;Merikarvia;single_family_houses;;2
2010;Miehikkala;block_of_flats;;
2010;Miehikkala;single_family_houses;;3
2010;Mikkeli;block_of_flats;1542;517
2010;Mikkeli;single_family_houses;1682;228
2010;Muhos;block_of_flats;;3
2010;Muhos;single_family_houses;1157;19
2010;Multia;block_of_flats;;
2010;Multia;single_family_houses;764;8
2010;Muonio;block_of_flats;;
2010;Muonio;single_family_houses;;4
2010;Mustasaari;block_of_flats;1297;53
2010;Mustasaari;single_family_houses;1440;86
2010;Muurame;block_of_flats;1180;29
2010;Muurame;single_family_houses;1584;41
2010;Mynamaki;block_of_flats;1074;14
2010;Mynamaki;single_family_houses;1384;32
2010;Myrskyla;block_of_flats;;
2010;Myrskyla;single_family_houses;;3
2010;Mantsala;block_of_flats;1725;62
2010;Mantsala;single_family_houses;1957;108
2010;Mantyharju;block_of_flats;937;29
2010;Mantyharju;single_family_houses;989;43
2010;Mantta-Vilppula;block_of_flats;725;74
2010;Mantta-Vilppula;single_family_houses;966;40
2010;Naantali;block_of_flats;1706;210
2010;Naantali;single_family_houses;1932;101
2010;Nakkila;block_of_flats;980;9
2010;Nakkila;single_family_houses;1030;28
2010;Nastola;block_of_flats;944;98
2010;Nastola;single_family_houses;1472;126
2010;Nilsia;block_of_flats;1467;27
2010;Nilsia;single_family_houses;1473;32
2010;Nivala;block_of_flats;1354;15
2010;Nivala;single_family_houses;1255;52
2010;Nokia;block_of_flats;1492;335
2010;Nokia;single_family_houses;1903;207
2010;Noormarkku;block_of_flats;;
2010;Noormarkku;single_family_houses;;
2010;Nousiainen;block_of_flats;1284;5
2010;Nousiainen;single_family_houses;1522;11
2010;Nummi-Pusula;block_of_flats;;
2010;Nummi-Pusula;single_family_houses;1405;27
2010;Nurmes;block_of_flats;782;43
2010;Nurmes;single_family_houses;801;32
2010;Nurmijarvi;block_of_flats;2024;176
2010;Nurmijarvi;single_family_houses;2208;275
2010;Narpio;block_of_flats;;5
2010;Narpio;single_family_houses;718;9
2010;Oravainen;block_of_flats;;
2010;Oravainen;single_family_houses;;1
2010;Orimattila;block_of_flats;1235;68
2010;Orimattila;single_family_houses;1477;67
2010;Oripaa;block_of_flats;;2
2010;Oripaa;single_family_houses;;2
2010;Orivesi;block_of_flats;1057;54
2010;Orivesi;single_family_houses;1280;47
2010;Oulainen;block_of_flats;796;15
2010;Oulainen;single_family_houses;957;66
2010;Oulu;block_of_flats;1645;1732
2010;Oulu;single_family_houses;1600;1022
2010;Oulunsalo;block_of_flats;1574;14
2010;Oulunsalo;single_family_houses;1525;76
2010;Padasjoki;block_of_flats;746;9
2010;Padasjoki;single_family_houses;1079;11
2010;Paimio;block_of_flats;1325;50
2010;Paimio;single_family_houses;1559;50
2010;Paltamo;block_of_flats;;6
2010;Paltamo;single_family_houses;;2
2010;Parikkala;block_of_flats;901;9
2010;Parikkala;single_family_houses;896;25
2010;Parkano;block_of_flats;889;19
2010;Parkano;single_family_houses;953;23
2010;Pelkosenniemi;block_of_flats;;
2010;Pelkosenniemi;single_family_houses;1720;9
2010;Perho;block_of_flats;;
2010;Perho;single_family_houses;867;7
2010;Pernaja;block_of_flats;;
2010;Pernaja;single_family_houses;;
2010;Pertunmaa;block_of_flats;;
2010;Pertunmaa;single_family_houses;790;11
2010;Petajavesi;block_of_flats;;4
2010;Petajavesi;single_family_houses;1059;11
2010;Pieksamaki;block_of_flats;882;126
2010;Pieksamaki;single_family_houses;1117;51
2010;Pielavesi;block_of_flats;743;11
2010;Pielavesi;single_family_houses;1012;10
2010;Pietarsaari;block_of_flats;1110;155
2010;Pietarsaari;single_family_houses;1259;56
2010;Pedersoren_kunta;block_of_flats;;2
2010;Pedersoren_kunta;single_family_houses;1020;11
2010;Pihtipudas;block_of_flats;;
2010;Pihtipudas;single_family_houses;981;22
2010;Pirkkala;block_of_flats;1866;152
2010;Pirkkala;single_family_houses;2234;132
2010;Polvijarvi;block_of_flats;;2
2010;Polvijarvi;single_family_houses;787;10
2010;Pomarkku;block_of_flats;;
2010;Pomarkku;single_family_houses;1119;5
2010;Pori;block_of_flats;1332;878
2010;Pori;single_family_houses;1387;405
2010;Pornainen;block_of_flats;1557;6
2010;Pornainen;single_family_houses;2002;12
2010;Posio;block_of_flats;;9
2010;Posio;single_family_houses;;4
2010;Pudasjarvi;block_of_flats;1068;11
2010;Pudasjarvi;single_family_houses;902;13
2010;Pukkila;block_of_flats;;
2010;Pukkila;single_family_houses;;3
2010;Punkaharju;block_of_flats;1662;5
2010;Punkaharju;single_family_houses;1078;19
2010;Punkalaidun;block_of_flats;710;5
2010;Punkalaidun;single_family_houses;906;7
2010;Puolanka;block_of_flats;;1
2010;Puolanka;single_family_houses;504;13
2010;Puumala;block_of_flats;756;8
2010;Puumala;single_family_houses;943;10
2010;Pyhtaa;block_of_flats;;5
2010;Pyhtaa;single_family_houses;1483;23
2010;Pyhajoki;block_of_flats;;
2010;Pyhajoki;single_family_houses;;4
2010;Pyhajarvi;block_of_flats;839;15
2010;Pyhajarvi;single_family_houses;846;11
2010;Pyhanta;block_of_flats;;
2010;Pyhanta;single_family_houses;;1
2010;Pyharanta;block_of_flats;;
2010;Pyharanta;single_family_houses;;3
2010;Palkane;block_of_flats;1257;6
2010;Palkane;single_family_houses;1407;23
2010;Poytya;block_of_flats;729;11
2010;Poytya;single_family_houses;1075;43
2010;Porvoo;block_of_flats;2092;349
2010;Porvoo;single_family_houses;2181;179
2010;Raahe;block_of_flats;1147;84
2010;Raahe;single_family_houses;1172;86
2010;Raisio;block_of_flats;1495;267
2010;Raisio;single_family_houses;1983;136
2010;Rantasalmi;block_of_flats;1008;5
2010;Rantasalmi;single_family_houses;709;16
2010;Ranua;block_of_flats;;
2010;Ranua;single_family_houses;823;24
2010;Rauma;block_of_flats;1272;430
2010;Rauma;single_family_houses;1558;199
2010;Rautalampi;block_of_flats;;3
2010;Rautalampi;single_family_houses;;2
2010;Rautavaara;block_of_flats;;
2010;Rautavaara;single_family_houses;;9
2010;Rautjarvi;block_of_flats;658;12
2010;Rautjarvi;single_family_houses;;4
2010;Reisjarvi;block_of_flats;;1
2010;Reisjarvi;single_family_houses;660;11
2010;Riihimaki;block_of_flats;1546;348
2010;Riihimaki;single_family_houses;1888;92
2010;Ristiina;block_of_flats;910;10
2010;Ristiina;single_family_houses;1307;17
2010;Ristijarvi;block_of_flats;;
2010;Ristijarvi;single_family_houses;;4
2010;Rovaniemi;block_of_flats;1587;385
2010;Rovaniemi;single_family_houses;1571;164
2010;Ruokolahti;block_of_flats;1064;15
2010;Ruokolahti;single_family_houses;1452;15
2010;Ruotsinpyhtaa;block_of_flats;;
2010;Ruotsinpyhtaa;single_family_houses;;
2010;Ruovesi;block_of_flats;798;15
2010;Ruovesi;single_family_houses;894;22
2010;Rusko;block_of_flats;;3
2010;Rusko;single_family_houses;1731;25
2010;Raakkyla;block_of_flats;;
2010;Raakkyla;single_family_houses;491;7
2010;Raasepori;block_of_flats;1586;222
2010;Raasepori;single_family_houses;1619;46
2010;Saarijarvi;block_of_flats;992;27
2010;Saarijarvi;single_family_houses;1065;27
2010;Salla;block_of_flats;;1
2010;Salla;single_family_houses;738;10
2010;Salo;block_of_flats;1364;339
2010;Salo;single_family_houses;1321;342
2010;Sauvo;block_of_flats;;2
2010;Sauvo;single_family_houses;1035;10
2010;Savitaipale;block_of_flats;1540;7
2010;Savitaipale;single_family_houses;1182;22
2010;Savonlinna;block_of_flats;1309;327
2010;Savonlinna;single_family_houses;1240;110
2010;Savukoski;block_of_flats;;
2010;Savukoski;single_family_houses;;2
2010;Seinajoki;block_of_flats;1447;356
2010;Seinajoki;single_family_houses;1623;512
2010;Sievi;block_of_flats;;
2010;Sievi;single_family_houses;969;8
2010;Siikainen;block_of_flats;;
2010;Siikainen;single_family_houses;;4
2010;Siikajoki;block_of_flats;;
2010;Siikajoki;single_family_houses;776;14
2010;Siilinjarvi;block_of_flats;1215;55
2010;Siilinjarvi;single_family_houses;1630;163
2010;Simo;block_of_flats;;
2010;Simo;single_family_houses;;2
2010;Sipoo;block_of_flats;2334;52
2010;Sipoo;single_family_houses;2369;37
2010;Siuntio;block_of_flats;;4
2010;Siuntio;single_family_houses;1667;26
2010;Sodankyla;block_of_flats;700;12
2010;Sodankyla;single_family_houses;1144;24
2010;Soini;block_of_flats;;
2010;Soini;single_family_houses;865;7
2010;Somero;block_of_flats;1033;23
2010;Somero;single_family_houses;1198;42
2010;Sonkajarvi;block_of_flats;;1
2010;Sonkajarvi;single_family_houses;784;7
2010;Sotkamo;block_of_flats;1376;22
2010;Sotkamo;single_family_houses;1526;37
2010;Sulkava;block_of_flats;;2
2010;Sulkava;single_family_houses;683;13
2010;Suomenniemi;block_of_flats;;
2010;Suomenniemi;single_family_houses;;4
2010;Suomussalmi;block_of_flats;959;19
2010;Suomussalmi;single_family_houses;;5
2010;Suonenjoki;block_of_flats;930;57
2010;Suonenjoki;single_family_houses;1023;30
2010;Sysma;block_of_flats;686;7
2010;Sysma;single_family_houses;1070;26
2010;Sakyla;block_of_flats;1017;12
2010;Sakyla;single_family_houses;1155;14
2010;Vaala;block_of_flats;;2
2010;Vaala;single_family_houses;;5
2010;Sastamala;block_of_flats;1203;97
2010;Sastamala;single_family_houses;1151;70
2010;Siikalatva;block_of_flats;;
2010;Siikalatva;single_family_houses;729;16
2010;Taipalsaari;block_of_flats;;1
2010;Taipalsaari;single_family_houses;1580;23
2010;Taivalkoski;block_of_flats;;3
2010;Taivalkoski;single_family_houses;839;9
2010;Taivassalo;block_of_flats;;4
2010;Taivassalo;single_family_houses;;3
2010;Tammela;block_of_flats;1007;10
2010;Tammela;single_family_houses;1366;14
2010;Tampere;block_of_flats;2131;3611
2010;Tampere;single_family_houses;2221;956
2010;Tarvasjoki;block_of_flats;;1
2010;Tarvasjoki;single_family_houses;;2
2010;Tervo;block_of_flats;;2
2010;Tervo;single_family_houses;;3
2010;Tervola;block_of_flats;;
2010;Tervola;single_family_houses;;5
2010;Teuva;block_of_flats;;1
2010;Teuva;single_family_houses;803;19
2010;Tohmajarvi;block_of_flats;;5
2010;Tohmajarvi;single_family_houses;767;8
2010;Toholampi;block_of_flats;;2
2010;Toholampi;single_family_houses;774;14
2010;Toivakka;block_of_flats;;
2010;Toivakka;single_family_houses;957;10
2010;Tornio;block_of_flats;1348;92
2010;Tornio;single_family_houses;1344;89
2010;Turku;block_of_flats;1743;2859
2010;Turku;single_family_houses;2030;660
2010;Pello;block_of_flats;;
2010;Pello;single_family_houses;;5
2010;Tuusniemi;block_of_flats;;2
2010;Tuusniemi;single_family_houses;683;15
2010;Tuusula;block_of_flats;2007;203
2010;Tuusula;single_family_houses;2450;201
2010;Tyrnava;block_of_flats;;1
2010;Tyrnava;single_family_houses;1242;19
2010;Taysa;block_of_flats;;
2010;Taysa;single_family_houses;1022;14
2010;Ulvila;block_of_flats;1024;34
2010;Ulvila;single_family_houses;1271;81
2010;Urjala;block_of_flats;945;6
2010;Urjala;single_family_houses;1043;20
2010;Utajarvi;block_of_flats;;
2010;Utajarvi;single_family_houses;948;16
2010;Uurainen;block_of_flats;;3
2010;Uurainen;single_family_houses;;3
2010;Uusikaarlepyy;block_of_flats;1224;21
2010;Uusikaarlepyy;single_family_houses;1166;9
2010;Uusikaupunki;block_of_flats;926;109
2010;Uusikaupunki;single_family_houses;1033;67
2010;Vaasa;block_of_flats;1683;835
2010;Vaasa;single_family_houses;1699;231
2010;Valkeakoski;block_of_flats;1217;193
2010;Valkeakoski;single_family_houses;1515;77
2010;Valtimo;block_of_flats;;4
2010;Valtimo;single_family_houses;617;6
2010;Varkaus;block_of_flats;851;144
2010;Varkaus;single_family_houses;981;124
2010;Varpaisjarvi;block_of_flats;;
2010;Varpaisjarvi;single_family_houses;617;20
2010;Vehmaa;block_of_flats;934;8
2010;Vehmaa;single_family_houses;1043;8
2010;Vesanto;block_of_flats;;2
2010;Vesanto;single_family_houses;727;8
2010;Vesilahti;block_of_flats;;2
2010;Vesilahti;single_family_houses;1375;13
2010;Veteli;block_of_flats;;
2010;Veteli;single_family_houses;799;8
2010;Vierema;block_of_flats;;1
2010;Vierema;single_family_houses;810;8
2010;Vihanti;block_of_flats;;4
2010;Vihanti;single_family_houses;733;16
2010;Vihti;block_of_flats;2118;166
2010;Vihti;single_family_houses;2059;254
2010;Viitasaari;block_of_flats;1084;26
2010;Viitasaari;single_family_houses;1224;30
2010;Vimpeli;block_of_flats;;1
2010;Vimpeli;single_family_houses;1049;7
2010;Virolahti;block_of_flats;;1
2010;Virolahti;single_family_houses;965;5
2010;Virrat;block_of_flats;878;30
2010;Virrat;single_family_houses;1058;15
2010;Vahakyra;block_of_flats;;4
2010;Vahakyra;single_family_houses;985;11
2010;Vayri-Maksamaa;block_of_flats;;3
2010;Vayri-Maksamaa;single_family_houses;657;9
2010;Yli-Ii;block_of_flats;;
2010;Yli-Ii;single_family_houses;;2
2010;Ylitornio;block_of_flats;;
2010;Ylitornio;single_family_houses;784;7
2010;Ylivieska;block_of_flats;1230;73
2010;Ylivieska;single_family_houses;1431;93
2010;Ylamaa;block_of_flats;;
2010;Ylamaa;single_family_houses;;
2010;Ylojarvi;block_of_flats;1620;69
2010;Ylojarvi;single_family_houses;1866;285
2010;Ypaja;block_of_flats;;3
2010;Ypaja;single_family_houses;988;7
2010;ahtari;block_of_flats;996;14
2010;ahtari;single_family_houses;1038;27
2010;aanekoski;block_of_flats;889;197
2010;aanekoski;single_family_houses;1078;55
2010;Halsua;block_of_flats;;
2010;Halsua;single_family_houses;;
2010;Kuhmalahti;block_of_flats;;
2010;Kuhmalahti;single_family_houses;;2
2010;Lappajarvi;block_of_flats;;
2010;Lappajarvi;single_family_houses;895;8
2010;Lumijoki;block_of_flats;;
2010;Lumijoki;single_family_houses;;3
2010;Utsjoki;block_of_flats;;
2010;Utsjoki;single_family_houses;;1
2010;Voyri;block_of_flats;;
2010;Voyri;single_family_houses;;
2010;Hailuoto;block_of_flats;;
2010;Hailuoto;single_family_houses;;
2010;Parainen;block_of_flats;;
2010;Parainen;single_family_houses;;
2010;Lestijarvi;block_of_flats;;
2010;Lestijarvi;single_family_houses;;
2011;Alajarvi;block_of_flats;;2
2011;Alajarvi;single_family_houses;839;18
2011;Alavieska;block_of_flats;;
2011;Alavieska;single_family_houses;767;6
2011;Alavus;block_of_flats;1029;22
2011;Alavus;single_family_houses;1185;27
2011;Artjarvi;block_of_flats;;
2011;Artjarvi;single_family_houses;;
2011;Asikkala;block_of_flats;1211;17
2011;Asikkala;single_family_houses;1355;47
2011;Askola;block_of_flats;;1
2011;Askola;single_family_houses;2125;14
2011;Aura;block_of_flats;1055;5
2011;Aura;single_family_houses;1428;38
2011;Akaa;block_of_flats;1134;97
2011;Akaa;single_family_houses;1319;63
2011;Enonkoski;block_of_flats;;
2011;Enonkoski;single_family_houses;;4
2011;Enontekio;block_of_flats;;
2011;Enontekio;single_family_houses;;3
2011;Espoo;block_of_flats;3002;2352
2011;Espoo;single_family_houses;3260;1439
2011;Eura;block_of_flats;932;40
2011;Eura;single_family_houses;1096;50
2011;Eurajoki;block_of_flats;;4
2011;Eurajoki;single_family_houses;1184;20
2011;Evijarvi;block_of_flats;;
2011;Evijarvi;single_family_houses;1138;5
2011;Forssa;block_of_flats;1073;214
2011;Forssa;single_family_houses;1371;68
2011;Haapajarvi;block_of_flats;1013;16
2011;Haapajarvi;single_family_houses;988;17
2011;Haapavesi;block_of_flats;;2
2011;Haapavesi;single_family_houses;1044;29
2011;Hamina;block_of_flats;1134;110
2011;Hamina;single_family_houses;1460;89
2011;Hankasalmi;block_of_flats;;3
2011;Hankasalmi;single_family_houses;845;23
2011;Hanko;block_of_flats;1385;80
2011;Hanko;single_family_houses;1707;32
2011;Harjavalta;block_of_flats;799;40
2011;Harjavalta;single_family_houses;877;45
2011;Hartola;block_of_flats;901;12
2011;Hartola;single_family_houses;1257;8
2011;Hattula;block_of_flats;1204;26
2011;Hattula;single_family_houses;1844;48
2011;Haukipudas;block_of_flats;1302;19
2011;Haukipudas;single_family_houses;1372;105
2011;Hausjarvi;block_of_flats;957;11
2011;Hausjarvi;single_family_houses;1491;42
2011;Heinavesi;block_of_flats;;3
2011;Heinavesi;single_family_houses;778;11
2011;Helsinki;block_of_flats;3775;10075
2011;Helsinki;single_family_houses;3272;1086
2011;Vantaa;block_of_flats;2297;2224
2011;Vantaa;single_family_houses;2791;920
2011;Himanka;block_of_flats;;
2011;Himanka;single_family_houses;;
2011;Hirvensalmi;block_of_flats;;1
2011;Hirvensalmi;single_family_houses;1085;9
2011;Hollola;block_of_flats;1256;106
2011;Hollola;single_family_houses;1728;81
2011;Honkajoki;block_of_flats;;
2011;Honkajoki;single_family_houses;;2
2011;Huittinen;block_of_flats;887;35
2011;Huittinen;single_family_houses;1228;59
2011;Humppila;block_of_flats;;4
2011;Humppila;single_family_houses;;1
2011;Hyrynsalmi;block_of_flats;;
2011;Hyrynsalmi;single_family_houses;;11
2011;Hyvinkaa;block_of_flats;1846;477
2011;Hyvinkaa;single_family_houses;2086;267
2011;Hameenkyro;block_of_flats;1140;34
2011;Hameenkyro;single_family_houses;1178;34
2011;Hameenlinna;block_of_flats;1816;624
2011;Hameenlinna;single_family_houses;1777;353
2011;Heinola;block_of_flats;974;263
2011;Heinola;single_family_houses;1369;59
2011;Ii;block_of_flats;;3
2011;Ii;single_family_houses;1061;47
2011;Iisalmi;block_of_flats;1436;180
2011;Iisalmi;single_family_houses;1537;72
2011;Iitti;block_of_flats;836;14
2011;Iitti;single_family_houses;1226;23
2011;Ikaalinen;block_of_flats;1102;36
2011;Ikaalinen;single_family_houses;1357;29
2011;Ilmajoki;block_of_flats;;2
2011;Ilmajoki;single_family_houses;1327;35
2011;Ilomantsi;block_of_flats;977;10
2011;Ilomantsi;single_family_houses;749;31
2011;Inari;block_of_flats;;1
2011;Inari;single_family_houses;1627;30
2011;Inkoo;block_of_flats;;1
2011;Inkoo;single_family_houses;1815;20
2011;Isojoki;block_of_flats;;
2011;Isojoki;single_family_houses;871;9
2011;Isokyro;block_of_flats;648;10
2011;Isokyro;single_family_houses;1071;9
2011;Imatra;block_of_flats;968;258
2011;Imatra;single_family_houses;1336;97
2011;Jalasjarvi;block_of_flats;642;11
2011;Jalasjarvi;single_family_houses;1137;29
2011;Janakkala;block_of_flats;1137;75
2011;Janakkala;single_family_houses;1541;106
2011;Joensuu;block_of_flats;1973;628
2011;Joensuu;single_family_houses;1617;467
2011;Jokioinen;block_of_flats;948;6
2011;Jokioinen;single_family_houses;1201;22
2011;Joroinen;block_of_flats;604;6
2011;Joroinen;single_family_houses;788;34
2011;Joutsa;block_of_flats;857;20
2011;Joutsa;single_family_houses;1165;23
2011;Juankoski;block_of_flats;;2
2011;Juankoski;single_family_houses;810;26
2011;Juuka;block_of_flats;702;6
2011;Juuka;single_family_houses;830;15
2011;Juupajoki;block_of_flats;;1
2011;Juupajoki;single_family_houses;749;5
2011;Juva;block_of_flats;1061;15
2011;Juva;single_family_houses;1120;28
2011;Jyvaskyla;block_of_flats;1827;1500
2011;Jyvaskyla;single_family_houses;1893;635
2011;Jamijarvi;block_of_flats;;
2011;Jamijarvi;single_family_houses;936;7
2011;Jamsa;block_of_flats;1061;122
2011;Jamsa;single_family_houses;1255;74
2011;Jarvenpaa;block_of_flats;2296;318
2011;Jarvenpaa;single_family_houses;2455;368
2011;Kaarina;block_of_flats;1556;206
2011;Kaarina;single_family_houses;2055;170
2011;Kaavi;block_of_flats;;4
2011;Kaavi;single_family_houses;810;18
2011;Kajaani;block_of_flats;1306;373
2011;Kajaani;single_family_houses;1518;191
2011;Kalajoki;block_of_flats;;4
2011;Kalajoki;single_family_houses;1285;57
2011;Kangasala;block_of_flats;1574;190
2011;Kangasala;single_family_houses;1957;197
2011;Kangasniemi;block_of_flats;1002;14
2011;Kangasniemi;single_family_houses;1064;29
2011;Kankaanpaa;block_of_flats;1198;32
2011;Kankaanpaa;single_family_houses;1204;42
2011;Kannonkoski;block_of_flats;;
2011;Kannonkoski;single_family_houses;603;7
2011;Kannus;block_of_flats;861;21
2011;Kannus;single_family_houses;1003;25
2011;Karijoki;block_of_flats;;
2011;Karijoki;single_family_houses;;5
2011;Karjalohja;block_of_flats;;1
2011;Karjalohja;single_family_houses;1313;6
2011;Karkkila;block_of_flats;1511;76
2011;Karkkila;single_family_houses;1654;28
2011;Karstula;block_of_flats;;
2011;Karstula;single_family_houses;1059;21
2011;Karttula;block_of_flats;;
2011;Karttula;single_family_houses;;
2011;Karvia;block_of_flats;;
2011;Karvia;single_family_houses;;3
2011;Kaskinen;block_of_flats;;6
2011;Kaskinen;single_family_houses;1250;6
2011;Kauhajoki;block_of_flats;1027;12
2011;Kauhajoki;single_family_houses;1123;79
2011;Kauhava;block_of_flats;1066;12
2011;Kauhava;single_family_houses;962;58
2011;Kauniainen;block_of_flats;3665;57
2011;Kauniainen;single_family_houses;3841;39
2011;Kaustinen;block_of_flats;;2
2011;Kaustinen;single_family_houses;1002;11
2011;Keitele;block_of_flats;;1
2011;Keitele;single_family_houses;857;14
2011;Kemi;block_of_flats;889;216
2011;Kemi;single_family_houses;929;68
2011;Keminmaa;block_of_flats;767;13
2011;Keminmaa;single_family_houses;1035;36
2011;Kempele;block_of_flats;1667;32
2011;Kempele;single_family_houses;1509;153
2011;Kerava;block_of_flats;2310;407
2011;Kerava;single_family_houses;2419;158
2011;Kerimaki;block_of_flats;;2
2011;Kerimaki;single_family_houses;1095;24
2011;Kesalahti;block_of_flats;;
2011;Kesalahti;single_family_houses;914;13
2011;Keuruu;block_of_flats;948;82
2011;Keuruu;single_family_houses;995;30
2011;Kihnia;block_of_flats;;
2011;Kihnia;single_family_houses;753;6
2011;Kiikoinen;block_of_flats;;
2011;Kiikoinen;single_family_houses;;3
2011;Kiiminki;block_of_flats;1520;6
2011;Kiiminki;single_family_houses;1300;81
2011;Kinnula;block_of_flats;;2
2011;Kinnula;single_family_houses;;4
2011;Kirkkonummi;block_of_flats;1894;149
2011;Kirkkonummi;single_family_houses;2491;263
2011;Kitee;block_of_flats;1044;31
2011;Kitee;single_family_houses;1019;31
2011;Kittila;block_of_flats;;5
2011;Kittila;single_family_houses;2020;39
2011;Kiuruvesi;block_of_flats;854;29
2011;Kiuruvesi;single_family_houses;1129;14
2011;Kivijarvi;block_of_flats;651;5
2011;Kivijarvi;single_family_houses;;2
2011;Kokemaki;block_of_flats;707;24
2011;Kokemaki;single_family_houses;918;26
2011;Kokkola;block_of_flats;1596;241
2011;Kokkola;single_family_houses;1651;151
2011;Kolari;block_of_flats;;6
2011;Kolari;single_family_houses;2079;39
2011;Konnevesi;block_of_flats;;2
2011;Konnevesi;single_family_houses;;5
2011;Kontiolahti;block_of_flats;1810;5
2011;Kontiolahti;single_family_houses;1518;74
2011;Korsnas;block_of_flats;;
2011;Korsnas;single_family_houses;;
2011;Hameenkoski;block_of_flats;;1
2011;Hameenkoski;single_family_houses;1193;5
2011;Koski_Tl;block_of_flats;;3
2011;Koski_Tl;single_family_houses;1070;9
2011;Kotka;block_of_flats;1289;712
2011;Kotka;single_family_houses;1517;205
2011;Kouvola;block_of_flats;1109;694
2011;Kouvola;single_family_houses;1363;352
2011;Kristiinankaupunki;block_of_flats;686;9
2011;Kristiinankaupunki;single_family_houses;975;7
2011;Kruunupyy;block_of_flats;;1
2011;Kruunupyy;single_family_houses;900;7
2011;Kuhmo;block_of_flats;987;38
2011;Kuhmo;single_family_houses;1013;22
2011;Kuhmoinen;block_of_flats;917;13
2011;Kuhmoinen;single_family_houses;1141;7
2011;Kuopio;block_of_flats;1862;1267
2011;Kuopio;single_family_houses;1918;518
2011;Kuortane;block_of_flats;;
2011;Kuortane;single_family_houses;965;6
2011;Kurikka;block_of_flats;802;17
2011;Kurikka;single_family_houses;1148;38
2011;Kustavi;block_of_flats;;2
2011;Kustavi;single_family_houses;;2
2011;Kuusamo;block_of_flats;1507;68
2011;Kuusamo;single_family_houses;1392;94
2011;Outokumpu;block_of_flats;764;38
2011;Outokumpu;single_family_houses;814;25
2011;Kylmakoski;block_of_flats;;
2011;Kylmakoski;single_family_houses;;
2011;Kyyjarvi;block_of_flats;;
2011;Kyyjarvi;single_family_houses;;
2011;Karkola;block_of_flats;;
2011;Karkola;single_family_houses;1264;17
2011;Karsamaki;block_of_flats;;
2011;Karsamaki;single_family_houses;658;6
2011;Kaylia;block_of_flats;;3
2011;Kaylia;single_family_houses;;4
2011;Kemijarvi;block_of_flats;676;33
2011;Kemijarvi;single_family_houses;832;30
2011;Kemionsaari;block_of_flats;1031;18
2011;Kemionsaari;single_family_houses;1209;18
2011;Lahti;block_of_flats;1654;1573
2011;Lahti;single_family_houses;1942;292
2011;Laihia;block_of_flats;1266;10
2011;Laihia;single_family_houses;1254;48
2011;Laitila;block_of_flats;966;51
2011;Laitila;single_family_houses;1129;27
2011;Lapinlahti;block_of_flats;909;28
2011;Lapinlahti;single_family_houses;1045;47
2011;Lappeenranta;block_of_flats;1744;740
2011;Lappeenranta;single_family_houses;1821;212
2011;Lapinjarvi;block_of_flats;;1
2011;Lapinjarvi;single_family_houses;1163;5
2011;Lapua;block_of_flats;1053;37
2011;Lapua;single_family_houses;1412;93
2011;Laukaa;block_of_flats;1064;24
2011;Laukaa;single_family_houses;1523;87
2011;Lavia;block_of_flats;;
2011;Lavia;single_family_houses;874;7
2011;Lemi;block_of_flats;;
2011;Lemi;single_family_houses;;4
2011;Lempaala;block_of_flats;1529;115
2011;Lempaala;single_family_houses;2001;137
2011;Leppavirta;block_of_flats;901;38
2011;Leppavirta;single_family_houses;1141;38
2011;Lieksa;block_of_flats;775;104
2011;Lieksa;single_family_houses;751;42
2011;Lieto;block_of_flats;1720;34
